County,State(Code),Deaths,Population,Crude Rate Per 100000
Jefferson County, TX (48245),101,"254,679",39.7
Jim Wells County, TX (48249),11,"41,149",Unreliable
Johnson County, TX (48251),62,"163,274",38
Jones County, TX (48253),10,"20,009",Unreliable
Kaufman County, TX (48257),44,"118,350",37.2
Kendall County, TX (48259),12,"42,540",Unreliable
Kerr County, TX (48265),27,"51,504",52.4
Lamar County, TX (48277),33,"49,791",66.3
Lee County, TX (48287),11,"17,055",Unreliable
Leon County, TX (48289),22,"17,299",127.2
Liberty County, TX (48291),49,"81,704",60
Llano County, TX (48299),22,"20,362",108
Lubbock County, TX (48303),159,"303,137",52.5
McLennan County, TX (48309),86,"247,934",34.7
Madison County, TX (48313),10,"13,987",Unreliable
Matagorda County, TX (48321),25,"37,187",67.2
Maverick County, TX (48323),23,"57,685",39.9
Medina County, TX (48325),20,"49,283",40.6
Midland County, TX (48329),50,"162,565",30.8
Milam County, TX (48331),12,"24,871",Unreliable
Montague County, TX (48337),11,"19,414",Unreliable
Montgomery County, TX (48339),184,"556,203",33.1
Moore County, TX (48341),10,"22,120",Unreliable
Nacogdoches County, TX (48347),27,"65,806",41
Navarro County, TX (48349),22,"48,523",45.3
Newton County, TX (48351),11,"14,003",Unreliable
Nueces County, TX (48355),151,"361,350",41.8
Orange County, TX (48361),42,"84,964",49.4
Palo Pinto County, TX (48363),13,"28,053",Unreliable
Panola County, TX (48365),20,"23,492",85.1
Parker County, TX (48367),61,"129,441",47.1
Polk County, TX (48373),39,"47,916",81.4
Potter County, TX (48375),75,"120,832",62.1
Randall County, TX (48381),52,"132,501",39.2
Red River County, TX (48387),17,"12,207",Unreliable
Robertson County, TX (48395),12,"16,751",Unreliable
Rockwall County, TX (48397),11,"93,978",Unreliable
Rusk County, TX (48401),24,"52,732",45.5
Sabine County, TX (48403),11,"10,303",Unreliable
San Jacinto County, TX (48407),18,"27,707",Unreliable
San Patricio County, TX (48409),27,"67,655",39.9
Shelby County, TX (48419),14,"25,579",Unreliable
Smith County, TX (48423),87,"225,290",38.6
Tarrant County, TX (48439),640,"2,016,872",31.7
Taylor County, TX (48441),72,"136,535",52.7
Titus County, TX (48449),14,"32,592",Unreliable
Tom Green County, TX (48451),45,"118,386",38
Travis County, TX (48453),458,"1,199,323",38.2
Trinity County, TX (48455),15,"14,442",Unreliable
Tyler County, TX (48457),16,"21,320",Unreliable
Upshur County, TX (48459),18,"40,969",Unreliable
Val Verde County, TX (48465),13,"48,881",Unreliable
Van Zandt County, TX (48467),33,"54,355",60.7
Victoria County, TX (48469),37,"92,467",40
Walker County, TX (48471),25,"71,484",35
Waller County, TX (48473),17,"50,115",Unreliable
Ward County, TX (48475),10,"11,600",Unreliable
Washington County, TX (48477),17,"35,056",Unreliable
Webb County, TX (48479),94,"271,193",34.7
Wharton County, TX (48481),19,"41,735",Unreliable
Wichita County, TX (48485),55,"131,838",41.7
Willacy County, TX (48489),10,"21,810",Unreliable
Williamson County, TX (48491),141,"528,718",26.7
Wilson County, TX (48493),11,"48,480",Unreliable
Wise County, TX (48497),26,"64,455",40.3
Wood County, TX (48499),29,"44,227",65.6
Young County, TX (48503),16,"18,152",Unreliable
Box Elder County, UT (49003),29,"53,139",54.6
Cache County, UT (49005),47,"122,753",38.3
Carbon County, UT (49007),18,"20,399",Unreliable
Davis County, UT (49011),131,"342,281",38.3
Iron County, UT (49021),22,"49,937",44.1
Millard County, UT (49027),13,"12,694",Unreliable
Salt Lake County, UT (49035),445,"1,121,354",39.7
Sanpete County, UT (49039),15,"29,409",Unreliable
Sevier County, UT (49041),21,"21,267",98.7
Summit County, UT (49043),16,"40,307",Unreliable
Tooele County, UT (49045),28,"64,833",43.2
Utah County, UT (49049),180,"592,299",30.4
Wasatch County, UT (49051),11,"30,528",Unreliable
Washington County, UT (49053),55,"160,245",34.3
Weber County, UT (49057),118,"247,560",47.7
Addison County, VT (50001),20,"36,959",54.1
Bennington County, VT (50003),18,"36,191",Unreliable
Caledonia County, VT (50005),15,"30,333",Unreliable
Chittenden County, VT (50007),71,"161,531",44
Franklin County, VT (50011),28,"48,915",57.2
Lamoille County, VT (50015),17,"25,333",Unreliable
Orange County, VT (50017),18,"28,919",Unreliable
Orleans County, VT (50019),29,"26,863",108
Rutland County, VT (50021),43,"59,310",72.5
Washington County, VT (50023),41,"58,504",70.1
Windham County, VT (50025),26,"43,145",60.3
Windsor County, VT (50027),36,"55,496",64.9
Accomack County, VA (51001),14,"32,947",Unreliable
Albemarle County, VA (51003),42,"106,878",39.3
Alleghany County, VA (51005),16,"15,595",Unreliable
Amelia County, VA (51007),12,"12,913",Unreliable
Amherst County, VA (51009),18,"31,633",Unreliable
Arlington County, VA (51013),46,"230,050",20
Augusta County, VA (51015),35,"74,997",46.7
Bedford County, VA (51019),45,"77,960",57.7
Botetourt County, VA (51023),13,"33,231",Unreliable
Buchanan County, VA (51027),14,"22,178",Unreliable
Buckingham County, VA (51029),12,"17,048",Unreliable
Campbell County, VA (51031),27,"54,952",49.1
Caroline County, VA (51033),23,"30,178",76.2
Carroll County, VA (51035),22,"29,531",74.5
Charles City County, VA (51036),11,"7,071",Unreliable
Charlotte County, VA (51037),14,"12,129",Unreliable
Chesterfield County, VA (51041),156,"339,009",46
Clarke County, VA (51043),14,"14,374",Unreliable
Culpeper County, VA (51047),27,"50,083",53.9
Dickenson County, VA (51051),15,"14,968",Unreliable
Dinwiddie County, VA (51053),11,"28,144",Unreliable
Fairfax County, VA (51059),291,"1,138,652",25.6
Fauquier County, VA (51061),55,"69,069",79.6
Franklin County, VA (51067),48,"56,069",85.6
Frederick County, VA (51069),51,"84,421",60.4
Gloucester County, VA (51073),29,"37,214",77.9
Halifax County, VA (51083),27,"34,992",77.2
Hanover County, VA (51085),43,"104,392",41.2
Henrico County, VA (51087),153,"326,501",46.9
Henry County, VA (51089),30,"51,445",58.3
Isle of Wight County, VA (51093),14,"36,596",Unreliable
James City County, VA (51095),30,"74,404",40.3
King George County, VA (51099),19,"25,984",Unreliable
King William County, VA (51101),14,"16,334",Unreliable
Lancaster County, VA (51103),10,"10,972",Unreliable
Lee County, VA (51105),14,"24,179",Unreliable
Loudoun County, VA (51107),83,"385,945",21.5
Louisa County, VA (51109),27,"35,236",76.6
Mecklenburg County, VA (51117),20,"30,892",64.7
Montgomery County, VA (51121),31,"98,602",31.4
Nelson County, VA (51125),14,"14,869",Unreliable
New Kent County, VA (51127),10,"21,147",Unreliable
Northumberland County, VA (51133),13,"12,222",Unreliable
Nottoway County, VA (51135),13,"15,595",Unreliable
Orange County, VA (51137),31,"35,533",87.2
Page County, VA (51139),16,"23,654",Unreliable
Patrick County, VA (51141),12,"17,923",Unreliable
Pittsylvania County, VA (51143),32,"61,687",51.9
Prince Edward County, VA (51147),16,"23,142",Unreliable
Prince George County, VA (51149),10,"37,845",Unreliable
Prince William County, VA (51153),114,"455,210",25
Pulaski County, VA (51155),26,"34,203",76
Roanoke County, VA (51161),46,"94,031",48.9
Rockbridge County, VA (51163),18,"22,392",Unreliable
Rockingham County, VA (51165),39,"79,744",48.9
Russell County, VA (51167),18,"27,370",Unreliable
Scott County, VA (51169),23,"21,930",104.9
Shenandoah County, VA (51171),22,"43,175",51
Smyth County, VA (51173),16,"31,062",Unreliable
Spotsylvania County, VA (51177),79,"132,010",59.8
Stafford County, VA (51179),52,"144,361",36
Sussex County, VA (51183),10,"11,504",Unreliable
Tazewell County, VA (51185),28,"42,150",66.4
Warren County, VA (51187),26,"39,155",66.4
Washington County, VA (51191),23,"54,214",42.4
Westmoreland County, VA (51193),12,"17,592",Unreliable
Wise County, VA (51195),30,"39,228",76.5
Wythe County, VA (51197),18,"29,016",Unreliable
York County, VA (51199),22,"67,976",32.4
Alexandria city, VA (51510),53,"155,810",34
Bristol city, VA (51520),13,"16,960",Unreliable
Charlottesville city, VA (51540),11,"46,912",Unreliable
Chesapeake city, VA (51550),93,"237,940",39.1
Colonial Heights city, VA (51570),21,"17,772",118.2
Covington city, VA (51580),10,"5,518",Unreliable
Danville city, VA (51590),21,"41,898",50.1
Fairfax city, VA (51600),18,"24,164",Unreliable
Fredericksburg city, VA (51630),12,"28,297",Unreliable
Hampton city, VA (51650),66,"135,410",48.7
Harrisonburg city, VA (51660),13,"53,078",Unreliable
Hopewell city, VA (51670),21,"22,735",92.4
Lynchburg city, VA (51680),29,"80,212",36.2
Manassas city, VA (51683),12,"41,483",Unreliable
Martinsville city, VA (51690),13,"13,445",Unreliable
Newport News city, VA (51700),84,"181,825",46.2
Norfolk city, VA (51710),133,"245,115",54.3
Petersburg city, VA (51730),36,"31,882",112.9
Portsmouth city, VA (51740),62,"95,252",65.1
Richmond city, VA (51760),118,"223,170",52.9
Roanoke city, VA (51770),61,"99,660",61.2
Salem city, VA (51775),19,"25,549",Unreliable
Suffolk city, VA (51800),31,"89,273",34.7
Virginia Beach city, VA (51810),165,"452,602",36.5
Waynesboro city, VA (51820),10,"21,887",Unreliable
Winchester city, VA (51840),20,"27,516",72.7
Adams County, WA (53001),11,"19,238",Unreliable
Asotin County, WA (53003),10,"22,306",Unreliable
Benton County, WA (53005),76,"193,686",39.2
Chelan County, WA (53007),41,"76,338",53.7
Clallam County, WA (53009),55,"74,570",73.8
Clark County, WA (53011),213,"467,018",45.6
Cowlitz County, WA (53015),50,"105,160",47.5
Douglas County, WA (53017),17,"41,327",Unreliable
Franklin County, WA (53021),23,"90,160",25.5
Grant County, WA (53025),39,"93,546",41.7
Grays Harbor County, WA (53027),53,"71,628",74
Island County, WA (53029),37,"82,636",44.8
Jefferson County, WA (53031),18,"31,139",Unreliable
King County, WA (53033),771,"2,149,970",35.9
Kitsap County, WA (53035),120,"264,811",45.3
Kittitas County, WA (53037),20,"44,866",44.6
Klickitat County, WA (53039),12,"21,301",Unreliable
Lewis County, WA (53041),46,"77,066",59.7
Lincoln County, WA (53043),13,"10,350",Unreliable
Mason County, WA (53045),38,"62,198",61.1
Okanogan County, WA (53047),24,"41,554",57.8
Pacific County, WA (53049),13,"21,249",Unreliable
Pend Oreille County, WA (53051),10,"13,123",Unreliable
Pierce County, WA (53053),386,"861,312",44.8
Skagit County, WA (53057),48,"123,681",38.8
Snohomish County, WA (53061),307,"787,620",39
Spokane County, WA (53063),355,"499,072",71.1
Stevens County, WA (53065),41,"44,439",92.3
Thurston County, WA (53067),120,"275,222",43.6
Walla Walla County, WA (53071),35,"60,340",58
Whatcom County, WA (53073),71,"216,800",32.7
Whitman County, WA (53075),17,"48,851",Unreliable
Yakima County, WA (53077),104,"249,636",41.7
Barbour County, WV (54001),14,"16,831",Unreliable
Berkeley County, WV (54003),118,"113,525",103.9
Boone County, WV (54005),17,"22,816",Unreliable
Braxton County, WV (54007),13,"14,471",Unreliable
Brooke County, WV (54009),19,"22,977",Unreliable
Cabell County, WV (54011),145,"95,987",151.1
Fayette County, WV (54019),38,"44,323",85.7
Grant County, WV (54023),10,"11,732",Unreliable
Greenbrier County, WV (54025),31,"35,279",87.9
Hampshire County, WV (54027),29,"23,301",124.5
Hancock County, WV (54029),22,"29,590",74.3
Harrison County, WV (54033),49,"68,400",71.6
Jackson County, WV (54035),23,"29,152",78.9
Jefferson County, WV (54037),53,"56,368",94
Kanawha County, WV (54039),205,"186,241",110.1
Lewis County, WV (54041),11,"16,309",Unreliable
Lincoln County, WV (54043),24,"21,232",113
Logan County, WV (54045),29,"33,700",86.1
McDowell County, WV (54047),20,"19,141",104.5
Marion County, WV (54049),35,"56,538",61.9
Marshall County, WV (54051),14,"31,793",Unreliable
Mason County, WV (54053),28,"26,825",104.4
Mercer County, WV (54055),69,"60,468",114.1
Mineral County, WV (54057),25,"27,411",91.2
Mingo County, WV (54059),39,"24,647",158.2
Monongalia County, WV (54061),65,"104,622",62.1
Morgan County, WV (54065),21,"17,632",119.1
Nicholas County, WV (54067),25,"25,311",98.8
Ohio County, WV (54069),30,"42,516",70.6
Preston County, WV (54077),29,"33,758",85.9
Putnam County, WV (54079),42,"56,941",73.8
Raleigh County, WV (54081),86,"76,601",112.3
Randolph County, WV (54083),14,"29,006",Unreliable
Roane County, WV (54087),11,"14,208",Unreliable
Summers County, WV (54089),11,"12,872",Unreliable
Tyler County, WV (54095),10,"8,972",Unreliable
Upshur County, WV (54097),13,"24,658",Unreliable
Wayne County, WV (54099),70,"40,531",172.7
Wood County, WV (54107),80,"85,643",93.4
Wyoming County, WV (54109),30,"21,763",137.8
Adams County, WI (55001),16,"20,069",Unreliable
Ashland County, WI (55003),14,"15,714",Unreliable
Barron County, WI (55005),26,"45,412",57.3
Bayfield County, WI (55007),10,"14,891",Unreliable
Brown County, WI (55009),126,"260,401",48.4
Burnett County, WI (55013),11,"15,213",Unreliable
Calumet County, WI (55015),22,"49,553",44.4
Chippewa County, WI (55017),32,"63,649",50.3
Clark County, WI (55019),22,"34,557",63.7
Columbia County, WI (55021),47,"56,927",82.6
Dane County, WI (55025),317,"531,273",59.7
Dodge County, WI (55027),67,"88,068",76.1
Door County, WI (55029),21,"27,587",76.1
Douglas County, WI (55031),18,"43,509",Unreliable
Dunn County, WI (55033),28,"44,704",62.6
Eau Claire County, WI (55035),51,"102,965",49.5
Fond du Lac County, WI (55039),64,"102,144",62.7
Forest County, WI (55041),14,"9,064",Unreliable
Grant County, WI (55043),32,"52,214",61.3
Green County, WI (55045),22,"37,075",59.3
Green Lake County, WI (55047),21,"18,719",112.2
Iowa County, WI (55049),23,"23,654",97.2
Jackson County, WI (55053),17,"20,562",Unreliable
Jefferson County, WI (55055),50,"84,625",59.1
Juneau County, WI (55057),17,"26,274",Unreliable
Kenosha County, WI (55059),118,"168,183",70.2
La Crosse County, WI (55063),74,"118,122",62.6
Lafayette County, WI (55065),17,"16,753",Unreliable
Lincoln County, WI (55069),16,"27,902",Unreliable
Manitowoc County, WI (55071),31,"79,536",39
Marathon County, WI (55073),61,"135,603",45
Marinette County, WI (55075),16,"40,491",Unreliable
Marquette County, WI (55077),21,"15,067",139.4
Milwaukee County, WI (55079),741,"951,448",77.9
Monroe County, WI (55081),21,"45,623",46
Oconto County, WI (55083),25,"37,430",66.8
Oneida County, WI (55085),23,"35,601",64.6
Outagamie County, WI (55087),60,"184,526",32.5
Ozaukee County, WI (55089),42,"88,314",47.6
Pierce County, WI (55093),20,"41,238",48.5
Polk County, WI (55095),31,"43,481",71.3
Portage County, WI (55097),25,"70,447",35.5
Price County, WI (55099),15,"13,517",Unreliable
Racine County, WI (55101),79,"195,140",40.5
Richland County, WI (55103),16,"17,476",Unreliable
Rock County, WI (55105),124,"161,620",76.7
St. Croix County, WI (55109),25,"88,029",28.4
Sauk County, WI (55111),45,"63,949",70.4
Sawyer County, WI (55113),13,"16,369",Unreliable
Shawano County, WI (55115),29,"41,062",70.6
Sheboygan County, WI (55117),63,"115,427",54.6
Taylor County, WI (55119),15,"20,439",Unreliable
Trempealeau County, WI (55121),14,"29,633",Unreliable
Vernon County, WI (55123),19,"30,814",Unreliable
Vilas County, WI (55125),29,"21,435",135.3
Walworth County, WI (55127),62,"102,959",60.2
Washington County, WI (55131),98,"134,296",73
Waukesha County, WI (55133),266,"398,424",66.8
Waupaca County, WI (55135),24,"51,533",46.6
Waushara County, WI (55137),14,"24,162",Unreliable
Winnebago County, WI (55139),93,"169,886",54.7
Wood County, WI (55141),51,"73,107",69.8
Albany County, WY (56001),13,"38,256",Unreliable
Campbell County, WY (56005),13,"48,803",Unreliable
Carbon County, WY (56007),14,"15,618",Unreliable
Converse County, WY (56009),10,"14,191",Unreliable
Fremont County, WY (56013),46,"40,242",114.3
Johnson County, WY (56019),11,"8,486",Unreliable
Laramie County, WY (56021),47,"98,136",47.9
Lincoln County, WY (56023),14,"19,110",Unreliable
Natrona County, WY (56025),49,"81,039",60.5
Park County, WY (56029),18,"29,353",Unreliable
Sheridan County, WY (56033),34,"30,200",112.6
Sweetwater County, WY (56037),33,"44,165",74.7
Teton County, WY (56039),15,"23,191",Unreliable
Uinta County, WY (56041),16,"20,773",Unreliable
