0,Rank,County,State,StateID,Median household income,,,,
3110,3050,Sioux,North Dakota,,"$36,111 ",,,,Sioux
3111,3051,San Juan,Utah,,"$40,492 ",,,,San Juan
3112,3052,Reeves,Texas,,"$40,571 ",,,,Reeves
3113,3053,Hardee,Florida,,"$37,125 ",,,,Hardee
3114,3054,Robeson,North Carolina,,"$29,806 ",,,,Robeson
3115,3055,Tattnall,Georgia,,"$37,587 ",,,,Tattnall
3116,3056,Powell,Kentucky,,"$26,839 ",,,,Powell
3117,3057,Kenedy,Texas,,"$43,438 ",,,,Kenedy
3118,3058,Madison,Idaho,,"$32,059 ",,,,Madison
3119,3059,Madison,Texas,,"$41,732 ",,,,Madison
3120,3060,Magoffin,Kentucky,,"$26,877 ",,,,Magoffin
3121,3061,Adair,Oklahoma,,"$32,556 ",,,,Adair
3122,3062,Bell,Kentucky,,"$26,228 ",,,,Bell
3123,3063,DeSoto,Florida,,"$34,963 ",,,,DeSoto
3124,3064,Bent,Colorado,,"$37,340 ",,,,Bent
3125,3065,Lincoln,Arkansas,,"$32,697 ",,,,Lincoln
3126,3066,Dillon,South Carolina,,"$28,817 ",,,,Dillon
3127,3067,Hardeman,Tennessee,,"$30,973 ",,,,Hardeman
3128,3068,Greene,Alabama,,"$24,226 ",,,,Greene
3129,3069,Calhoun,Georgia,,"$26,986 ",,,,Calhoun
3130,3070,Williamsburg,South Carolina,,"$25,849 ",,,,Williamsburg
3131,3071,Jones,Texas,,"$41,297 ",,,,Jones
3132,3072,Lexington City,Virginia,,"$36,505 ",,,,Lexington City
3133,3073,Jefferson,Georgia,,"$26,968 ",,,,Jefferson
3134,3074,Wright,Missouri,,"$28,645 ",,,,Wright
3135,3075,Lee,South Carolina,,"$27,373 ",,,,Lee
3136,3076,Menominee,Wisconsin,,"$33,333 ",,,,Menominee
3137,3077,Cameron,Texas,,"$33,179 ",,,,Cameron
3138,3078,Breathitt,Kentucky,,"$24,045 ",,,,Breathitt
3139,3079,Calhoun,Florida,,"$32,780 ",,,,Calhoun
3140,3080,Marlboro,South Carolina,,"$28,297 ",,,,Marlboro
3141,3081,Webb,Texas,,"$39,449 ",,,,Webb
3142,3082,Dooly,Georgia,,"$29,012 ",,,,Dooly
3143,3083,Greene,Mississippi,,"$36,888 ",,,,Greene
3144,3084,Taliaferro,Georgia,,"$25,465 ",,,,Taliaferro
3145,3085,Knox,Kentucky,,"$24,038 ",,,,Knox
3146,3086,Brooks,Texas,,"$21,865 ",,,,Brooks
3147,3087,Hancock,Tennessee,,"$23,892 ",,,,Hancock
3148,3088,Leflore,Mississippi,,"$24,480 ",,,,Leflore
3149,3089,Yazoo,Mississippi,,"$26,336 ",,,,Yazoo
3150,3090,Corson,South Dakota,,"$30,880 ",,,,Corson
3151,3091,Hidalgo,Texas,,"$34,146 ",,,,Hidalgo
3152,3092,Ben Hill,Georgia,,"$28,547 ",,,,Ben Hill
3153,3093,Quitman,Georgia,,"$31,068 ",,,,Quitman
3154,3094,Guadalupe,New Mexico,,"$29,071 ",,,,Guadalupe
3155,3095,Wolfe,Kentucky,,"$22,574 ",,,,Wolfe
3156,3096,Sumter,Alabama,,"$22,186 ",,,,Sumter
3157,3097,Lawrence,Illinois,,"$40,145 ",,,,Lawrence
3158,3098,Hudspeth,Texas,,"$22,545 ",,,,Hudspeth
3159,3099,McDowell,West Virginia,,"$22,252 ",,,,McDowell
3160,3100,Elliott,Kentucky,,"$24,246 ",,,,Elliott
3161,3101,Lee,Kentucky,,"$22,920 ",,,,Lee
3162,3102,Quitman,Mississippi,,"$22,863 ",,,,Quitman
3163,3103,Macon,Georgia,,"$30,240 ",,,,Macon
3164,3104,Kemper,Mississippi,,"$29,003 ",,,,Kemper
3165,3105,Issaquena,Mississippi,,"$24,767 ",,,,Issaquena
3166,3106,Perry,Alabama,,"$28,209 ",,,,Perry
3167,3107,Maverick,Texas,,"$31,395 ",,,,Maverick
3168,3108,Forest,Pennsylvania,,"$36,556 ",,,,Forest
3169,3109,Alexander,Illinois,,"$26,972 ",,,,Alexander
3170,3110,Owsley,Kentucky,,"$19,986 ",,,,Owsley
3171,3111,Union,Florida,,"$42,660 ",,,,Union
3172,3112,Madison,Louisiana,,"$25,498 ",,,,Madison
3173,3113,Clay,Kentucky,,"$21,883 ",,,,Clay
3174,3114,Wilcox,Alabama,,"$23,642 ",,,,Wilcox
3175,3115,Allendale,South Carolina,,"$25,252 ",,,,Allendale
3176,3116,La Salle,Texas,,"$26,756 ",,,,La Salle
3177,3117,Stewart,Georgia,,"$23,451 ",,,,Stewart
3178,3118,Wilcox,Georgia,,"$32,928 ",,,,Wilcox
3179,3119,Clay,Georgia,,"$21,192 ",,,,Clay
3180,3120,Humphreys,Mississippi,,"$23,600 ",,,,Humphreys
3181,3121,Zavala,Texas,,"$25,625 ",,,,Zavala
3182,3122,Noxubee,Mississippi,,"$24,338 ",,,,Noxubee
3183,3123,Tallahatchie,Mississippi,,"$29,853 ",,,,Tallahatchie
3184,3124,Jefferson,Mississippi,,"$26,028 ",,,,Jefferson
3185,3125,Apache,Arizona,,"$31,476 ",,,,Apache
3186,3126,McKinley,New Mexico,,"$30,458 ",,,,McKinley
3187,3127,Sunflower,Mississippi,,"$26,619 ",,,,Sunflower
3188,3128,Lee,Arkansas,,"$25,034 ",,,,Lee
3189,3129,Telfair,Georgia,,"$26,634 ",,,,Telfair
3190,3130,Hancock,Georgia,,"$25,000 ",,,,Hancock
3191,3131,Ziebach,South Dakota,,"$32,708 ",,,,Ziebach
3192,3132,Claiborne,Mississippi,,"$23,689 ",,,,Claiborne
3193,3133,Holmes,Mississippi,,"$22,325 ",,,,Holmes
3194,3134,East Carroll,Louisiana,,"$25,321 ",,,,East Carroll
3195,3135,Lake,Tennessee,,"$27,115 ",,,,Lake
3196,3136,McCreary,Kentucky,,"$20,972 ",,,,McCreary
3197,3137,Starr,Texas,,"$24,927 ",,,,Starr
3198,3138,Buffalo,South Dakota,,"$30,962 ",,,,Buffalo
3199,3139,Willacy,Texas,,"$25,886 ",,,,Willacy
3200,3140,Kusilvak Census Area,Alaska,,"$40,176 ",,,,Kusilvak Census Area
3201,3141,Todd,South Dakota,,"$31,934 ",,,,Todd
3202,3142,Wheeler,Georgia,,"$24,382 ",,,,Wheeler
3203,3143,Oglala Lakota,South Dakota,,"$25,648 ",,,,Oglala Lakota
