County,State (Code),Deaths,Population,Crude Rate Per 100000
Dyer County, TN (47045),14,"37,708",Unreliable
Fentress County, TN (47049),17,"18,033",Unreliable
Franklin County, TN (47051),14,"41,700",Unreliable
Gibson County, TN (47053),11,"49,401",Unreliable
Greene County, TN (47059),28,"68,615",40.8
Hamblen County, TN (47063),19,"63,785",Unreliable
Hamilton County, TN (47065),118,"357,738",33
Hardeman County, TN (47069),16,"25,435",Unreliable
Hawkins County, TN (47073),19,"56,563",Unreliable
Henderson County, TN (47077),20,"27,822",71.9
Henry County, TN (47079),10,"32,310",Unreliable
Jefferson County, TN (47089),16,"53,535",Unreliable
Knox County, TN (47093),103,"456,132",22.6
Lawrence County, TN (47099),14,"43,081",Unreliable
Loudon County, TN (47105),15,"51,454",Unreliable
McMinn County, TN (47107),19,"52,850",Unreliable
McNairy County, TN (47109),19,"25,935",Unreliable
Madison County, TN (47113),33,"97,663",33.8
Maury County, TN (47119),31,"89,981",34.5
Monroe County, TN (47123),22,"45,970",47.9
Montgomery County, TN (47125),36,"195,734",18.4
Obion County, TN (47131),13,"30,578",Unreliable
Putnam County, TN (47141),16,"75,931",Unreliable
Rhea County, TN (47143),15,"32,442",Unreliable
Roane County, TN (47145),15,"52,874",Unreliable
Robertson County, TN (47147),16,"69,165",Unreliable
Rutherford County, TN (47149),62,"308,251",20.1
Scott County, TN (47151),11,"21,947",Unreliable
Sevier County, TN (47155),20,"96,673",20.7
Shelby County, TN (47157),258,"934,603",27.6
Smith County, TN (47159),10,"19,447",Unreliable
Sullivan County, TN (47163),45,"156,667",28.7
Sumner County, TN (47165),41,"180,063",22.8
Tipton County, TN (47167),22,"61,303",35.9
Washington County, TN (47179),35,"127,440",27.5
Weakley County, TN (47183),19,"33,507",Unreliable
White County, TN (47185),14,"26,653",Unreliable
Williamson County, TN (47187),30,"219,107",13.7
Wilson County, TN (47189),22,"132,781",16.6
Angelina County, TX (48005),27,"87,791",30.8
Aransas County, TX (48007),11,"25,721",Unreliable
Atascosa County, TX (48013),16,"48,797",Unreliable
Bastrop County, TX (48021),22,"82,733",26.6
Bell County, TX (48027),59,"340,411",17.3
Bexar County, TX (48029),443,"1,928,680",23
Bosque County, TX (48035),12,"18,097",Unreliable
Bowie County, TX (48037),27,"93,860",28.8
Brazoria County, TX (48039),41,"354,195",11.6
Brazos County, TX (48041),29,"220,417",13.2
Brown County, TX (48049),22,"38,271",57.5
Burnet County, TX (48053),14,"46,243",Unreliable
Caldwell County, TX (48055),10,"41,161",Unreliable
Cameron County, TX (48061),110,"422,135",26.1
Collin County, TX (48085),72,"939,585",7.7
Colorado County, TX (48089),18,"21,019",Unreliable
Comal County, TX (48091),18,"134,788",Unreliable
Cooke County, TX (48097),11,"39,266",Unreliable
Dallas County, TX (48113),404,"2,574,984",15.7
Dawson County, TX (48115),11,"13,111",Unreliable
Denton County, TX (48121),106,"806,180",13.1
DeWitt County, TX (48123),11,"20,865",Unreliable
Ector County, TX (48135),33,"157,462",21
Ellis County, TX (48139),20,"168,499",11.9
El Paso County, TX (48141),244,"837,918",29.1
Fayette County, TX (48149),13,"25,149",Unreliable
Fort Bend County, TX (48157),84,"741,237",11.3
Galveston County, TX (48167),53,"329,431",16.1
Grayson County, TX (48181),20,"128,235",15.6
Gregg County, TX (48183),32,"123,745",25.9
Grimes County, TX (48185),11,"27,671",Unreliable
Guadalupe County, TX (48187),19,"155,265",Unreliable
Harris County, TX (48201),722,"4,589,928",15.7
Harrison County, TX (48203),25,"66,534",37.6
Hays County, TX (48209),26,"204,470",12.7
Henderson County, TX (48213),25,"79,901",31.3
Hidalgo County, TX (48215),151,"849,843",17.8
Hood County, TX (48221),17,"56,857",Unreliable
Howard County, TX (48227),12,"36,708",Unreliable
Hunt County, TX (48231),21,"92,073",22.8
Jasper County, TX (48241),16,"35,648",Unreliable
Jefferson County, TX (48245),77,"254,679",30.2
Jim Wells County, TX (48249),12,"41,149",Unreliable
Johnson County, TX (48251),48,"163,274",29.4
Kaufman County, TX (48257),23,"118,350",19.4
Kerr County, TX (48265),16,"51,504",Unreliable
Kleberg County, TX (48273),14,"31,690",Unreliable
Lampasas County, TX (48281),13,"20,760",Unreliable
Liberty County, TX (48291),18,"81,704",Unreliable
Lubbock County, TX (48303),85,"303,137",28
McLennan County, TX (48309),62,"247,934",25
Matagorda County, TX (48321),10,"37,187",Unreliable
Maverick County, TX (48323),24,"57,685",41.6
Medina County, TX (48325),10,"49,283",Unreliable
Midland County, TX (48329),22,"162,565",13.5
Montgomery County, TX (48339),74,"556,203",13.3
Nacogdoches County, TX (48347),19,"65,806",Unreliable
Navarro County, TX (48349),18,"48,523",Unreliable
Nolan County, TX (48353),10,"14,993",Unreliable
Nueces County, TX (48355),132,"361,350",36.5
Orange County, TX (48361),23,"84,964",27.1
Panola County, TX (48365),15,"23,492",Unreliable
Parker County, TX (48367),27,"129,441",20.9
Polk County, TX (48373),15,"47,916",Unreliable
Potter County, TX (48375),55,"120,832",45.5
Randall County, TX (48381),25,"132,501",18.9
Rusk County, TX (48401),13,"52,732",Unreliable
San Augustine County, TX (48405),11,"8,320",Unreliable
San Patricio County, TX (48409),33,"67,655",48.8
Shelby County, TX (48419),16,"25,579",Unreliable
Smith County, TX (48423),45,"225,290",20
Starr County, TX (48427),10,"64,122",Unreliable
Tarrant County, TX (48439),412,"2,016,872",20.4
Taylor County, TX (48441),31,"136,535",22.7
Tom Green County, TX (48451),38,"118,386",32.1
Travis County, TX (48453),126,"1,199,323",10.5
Upshur County, TX (48459),16,"40,969",Unreliable
Val Verde County, TX (48465),13,"48,881",Unreliable
Victoria County, TX (48469),28,"92,467",30.3
Walker County, TX (48471),22,"71,484",30.8
Waller County, TX (48473),13,"50,115",Unreliable
Webb County, TX (48479),78,"271,193",28.8
Wharton County, TX (48481),12,"41,735",Unreliable
Wichita County, TX (48485),47,"131,838",35.6
Williamson County, TX (48491),49,"528,718",9.3
Wise County, TX (48497),13,"64,455",Unreliable
Wood County, TX (48499),13,"44,227",Unreliable
Box Elder County, UT (49003),18,"53,139",Unreliable
Cache County, UT (49005),26,"122,753",21.2
Davis County, UT (49011),64,"342,281",18.7
Salt Lake County, UT (49035),264,"1,121,354",23.5
Sevier County, UT (49041),10,"21,267",Unreliable
Tooele County, UT (49045),13,"64,833",Unreliable
Uintah County, UT (49047),15,"36,373",Unreliable
Utah County, UT (49049),74,"592,299",12.5
Washington County, UT (49053),26,"160,245",16.2
Weber County, UT (49057),58,"247,560",23.4
Bennington County, VT (50003),17,"36,191",Unreliable
Chittenden County, VT (50007),33,"161,531",20.4
Franklin County, VT (50011),16,"48,915",Unreliable
Orleans County, VT (50019),13,"26,863",Unreliable
Rutland County, VT (50021),19,"59,310",Unreliable
Washington County, VT (50023),12,"58,504",Unreliable
Windham County, VT (50025),10,"43,145",Unreliable
Windsor County, VT (50027),15,"55,496",Unreliable
Albemarle County, VA (51003),12,"106,878",Unreliable
Appomattox County, VA (51011),11,"15,475",Unreliable
Arlington County, VA (51013),19,"230,050",Unreliable
Augusta County, VA (51015),20,"74,997",26.7
Bedford County, VA (51019),33,"77,960",42.3
Buchanan County, VA (51027),10,"22,178",Unreliable
Campbell County, VA (51031),12,"54,952",Unreliable
Chesterfield County, VA (51041),67,"339,009",19.8
Culpeper County, VA (51047),15,"50,083",Unreliable
Dinwiddie County, VA (51053),13,"28,144",Unreliable
Fairfax County, VA (51059),129,"1,138,652",11.3
Fauquier County, VA (51061),11,"69,069",Unreliable
Franklin County, VA (51067),19,"56,069",Unreliable
Frederick County, VA (51069),15,"84,421",Unreliable
Halifax County, VA (51083),10,"34,992",Unreliable
Hanover County, VA (51085),21,"104,392",20.1
Henrico County, VA (51087),72,"326,501",22.1
Henry County, VA (51089),18,"51,445",Unreliable
Isle of Wight County, VA (51093),12,"36,596",Unreliable
James City County, VA (51095),19,"74,404",Unreliable
Loudoun County, VA (51107),36,"385,945",9.3
Louisa County, VA (51109),13,"35,236",Unreliable
Mecklenburg County, VA (51117),21,"30,892",68
Montgomery County, VA (51121),20,"98,602",20.3
Northampton County, VA (51131),10,"12,139",Unreliable
Nottoway County, VA (51135),10,"15,595",Unreliable
Page County, VA (51139),12,"23,654",Unreliable
Pittsylvania County, VA (51143),25,"61,687",40.5
Prince William County, VA (51153),54,"455,210",11.9
Pulaski County, VA (51155),20,"34,203",58.5
Roanoke County, VA (51161),20,"94,031",21.3
Rockingham County, VA (51165),24,"79,744",30.1
Russell County, VA (51167),19,"27,370",Unreliable
Shenandoah County, VA (51171),17,"43,175",Unreliable
Smyth County, VA (51173),12,"31,062",Unreliable
Spotsylvania County, VA (51177),21,"132,010",15.9
Stafford County, VA (51179),21,"144,361",14.5
Tazewell County, VA (51185),31,"42,150",73.5
Washington County, VA (51191),20,"54,214",36.9
Wise County, VA (51195),21,"39,228",53.5
Wythe County, VA (51197),15,"29,016",Unreliable
York County, VA (51199),17,"67,976",Unreliable
Alexandria city, VA (51510),23,"155,810",14.8
Bristol city, VA (51520),12,"16,960",Unreliable
Chesapeake city, VA (51550),67,"237,940",28.2
Danville city, VA (51590),25,"41,898",59.7
Hampton city, VA (51650),53,"135,410",39.1
Hopewell city, VA (51670),18,"22,735",Unreliable
Lynchburg city, VA (51680),22,"80,212",27.4
Martinsville city, VA (51690),11,"13,445",Unreliable
Newport News city, VA (51700),75,"181,825",41.2
Norfolk city, VA (51710),77,"245,115",31.4
Petersburg city, VA (51730),21,"31,882",65.9
Portsmouth city, VA (51740),53,"95,252",55.6
Richmond city, VA (51760),68,"223,170",30.5
Roanoke city, VA (51770),26,"99,660",26.1
Staunton city, VA (51790),10,"24,363",Unreliable
Suffolk city, VA (51800),25,"89,273",28
Virginia Beach city, VA (51810),120,"452,602",26.5
Adams County, WA (53001),12,"19,238",Unreliable
Benton County, WA (53005),47,"193,686",24.3
Chelan County, WA (53007),28,"76,338",36.7
Clallam County, WA (53009),23,"74,570",30.8
Clark County, WA (53011),133,"467,018",28.5
Cowlitz County, WA (53015),55,"105,160",52.3
Franklin County, WA (53021),15,"90,160",Unreliable
Grant County, WA (53025),26,"93,546",27.8
Grays Harbor County, WA (53027),24,"71,628",33.5
Island County, WA (53029),20,"82,636",24.2
King County, WA (53033),365,"2,149,970",17
Kitsap County, WA (53035),58,"264,811",21.9
Lewis County, WA (53041),21,"77,066",27.2
Mason County, WA (53045),15,"62,198",Unreliable
Okanogan County, WA (53047),16,"41,554",Unreliable
Pierce County, WA (53053),189,"861,312",21.9
Skagit County, WA (53057),36,"123,681",29.1
Snohomish County, WA (53061),167,"787,620",21.2
Spokane County, WA (53063),152,"499,072",30.5
Thurston County, WA (53067),76,"275,222",27.6
Walla Walla County, WA (53071),29,"60,340",48.1
Whatcom County, WA (53073),44,"216,800",20.3
Yakima County, WA (53077),53,"249,636",21.2
Barbour County, WV (54001),11,"16,831",Unreliable
Berkeley County, WV (54003),46,"113,525",40.5
Boone County, WV (54005),18,"22,816",Unreliable
Braxton County, WV (54007),12,"14,471",Unreliable
Cabell County, WV (54011),48,"95,987",50
Fayette County, WV (54019),33,"44,323",74.5
Greenbrier County, WV (54025),14,"35,279",Unreliable
Hampshire County, WV (54027),12,"23,301",Unreliable
Harrison County, WV (54033),21,"68,400",30.7
Jackson County, WV (54035),10,"29,152",Unreliable
Jefferson County, WV (54037),21,"56,368",37.3
Kanawha County, WV (54039),83,"186,241",44.6
Lewis County, WV (54041),11,"16,309",Unreliable
Lincoln County, WV (54043),12,"21,232",Unreliable
Logan County, WV (54045),40,"33,700",118.7
McDowell County, WV (54047),19,"19,141",Unreliable
Marion County, WV (54049),38,"56,538",67.2
Marshall County, WV (54051),12,"31,793",Unreliable
Mercer County, WV (54055),33,"60,468",54.6
Monongalia County, WV (54061),23,"104,622",22
Ohio County, WV (54069),22,"42,516",51.7
Preston County, WV (54077),26,"33,758",77
Putnam County, WV (54079),23,"56,941",40.4
Raleigh County, WV (54081),52,"76,601",67.9
Randolph County, WV (54083),11,"29,006",Unreliable
Taylor County, WV (54091),10,"16,859",Unreliable
Wayne County, WV (54099),22,"40,531",54.3
Wood County, WV (54107),38,"85,643",44.4
Wyoming County, WV (54109),14,"21,763",Unreliable
Barron County, WI (55005),16,"45,412",Unreliable
Brown County, WI (55009),53,"260,401",20.4
Calumet County, WI (55015),15,"49,553",Unreliable
Chippewa County, WI (55017),19,"63,649",Unreliable
Clark County, WI (55019),14,"34,557",Unreliable
Columbia County, WI (55021),16,"56,927",Unreliable
Dane County, WI (55025),73,"531,273",13.7
Dodge County, WI (55027),20,"88,068",22.7
Door County, WI (55029),10,"27,587",Unreliable
Douglas County, WI (55031),11,"43,509",Unreliable
Eau Claire County, WI (55035),22,"102,965",21.4
Fond du Lac County, WI (55039),19,"102,144",Unreliable
Grant County, WI (55043),14,"52,214",Unreliable
Jefferson County, WI (55055),13,"84,625",Unreliable
Juneau County, WI (55057),11,"26,274",Unreliable
Kenosha County, WI (55059),39,"168,183",23.2
Kewaunee County, WI (55061),11,"20,405",Unreliable
La Crosse County, WI (55063),26,"118,122",22
Lincoln County, WI (55069),18,"27,902",Unreliable
Manitowoc County, WI (55071),25,"79,536",31.4
Marathon County, WI (55073),41,"135,603",30.2
Milwaukee County, WI (55079),247,"951,448",26
Monroe County, WI (55081),24,"45,623",52.6
Oneida County, WI (55085),11,"35,601",Unreliable
Outagamie County, WI (55087),31,"184,526",16.8
Ozaukee County, WI (55089),19,"88,314",Unreliable
Polk County, WI (55095),12,"43,481",Unreliable
Racine County, WI (55101),61,"195,140",31.3
Rock County, WI (55105),33,"161,620",20.4
Rusk County, WI (55107),10,"14,127",Unreliable
St. Croix County, WI (55109),25,"88,029",28.4
Sauk County, WI (55111),32,"63,949",50
Shawano County, WI (55115),13,"41,062",Unreliable
Sheboygan County, WI (55117),32,"115,427",27.7
Taylor County, WI (55119),10,"20,439",Unreliable
Trempealeau County, WI (55121),10,"29,633",Unreliable
Walworth County, WI (55127),28,"102,959",27.2
Washburn County, WI (55129),10,"15,648",Unreliable
Washington County, WI (55131),29,"134,296",21.6
Waukesha County, WI (55133),104,"398,424",26.1
Waupaca County, WI (55135),20,"51,533",38.8
Winnebago County, WI (55139),36,"169,886",21.2
Wood County, WI (55141),27,"73,107",36.9
Fremont County, WY (56013),13,"40,242",Unreliable
Laramie County, WY (56021),25,"98,136",25.5
Natrona County, WY (56025),12,"81,039",Unreliable
